Data,Hora,Programa,Episódio,Nº do episódio,Media
10/06/2026,04:00,Bastidores da turnê de RBD,Bastidores da turnê de RBD,Bastidores da turnê de RBD,25000115_rebeldia_1_11_01
10/06/2026,04:12,Pele Selvagem,,,6ce5a529-dd44-42d3-b557-135aad7aef41
10/06/2026,05:04,Show do Rebelde em Brasília,Show do Rebelde em Brasília,Show do Rebelde em Brasília,25000115_rebeldia_1_30_01
10/06/2026,05:13,Amor e Ódio,Capítulo 28,28,6345111360112
10/06/2026,06:02,Rebelde no Domingo Legal - Músicas Inéditas,"A banda se apresenta no palco do Domingo Legal com os sucessos “Aún Hay Algo”, “Nuestro Amor” e “Ser o Parecer”.",Rebelde no Domingo Legal - Músicas Inéditas,25000115_rebeldia_1_42_01
10/06/2026,06:12,Gata Selvagem ,Capítulo 226,226,6367086246112
10/06/2026,07:06,Gata Selvagem ,Capítulo 227,227,6367086620112
10/06/2026,07:58,Show do Rebelde em Brasília,Show do Rebelde em Brasília,Show do Rebelde em Brasília,25000115_rebeldia_1_30_01
10/06/2026,08:07,Rebelde Temporada 1,Capítulo 28,28,6352056924112
10/06/2026,08:57,Curiosidades da infância ,Curiosidades da infância,Curiosidades da infância,25000115_rebeldia_1_03_01
10/06/2026,09:07,Coração Traído,Capítulo 28,28,faf06316-cae8-493c-a92a-56b00dc7d527
10/06/2026,10:02,Bastidores da turnê de RBD,Bastidores da turnê de RBD,Bastidores da turnê de RBD,25000115_rebeldia_1_11_01
10/06/2026,10:14,Pele Selvagem,,,6ce5a529-dd44-42d3-b557-135aad7aef41
10/06/2026,11:06,Show do Rebelde em Brasília,Show do Rebelde em Brasília,Show do Rebelde em Brasília,25000115_rebeldia_1_30_01
10/06/2026,11:14,Amor e Ódio,Capítulo 28,28,6345111360112
10/06/2026,12:03,Rebelde no Domingo Legal - Músicas Inéditas,"A banda se apresenta no palco do Domingo Legal com os sucessos “Aún Hay Algo”, “Nuestro Amor” e “Ser o Parecer”.",Rebelde no Domingo Legal - Músicas Inéditas,25000115_rebeldia_1_42_01
10/06/2026,12:14,Gata Selvagem ,Capítulo 226,226,6367086246112
10/06/2026,13:08,Gata Selvagem ,Capítulo 227,227,6367086620112
10/06/2026,14:00,Show do Rebelde em Brasília,Show do Rebelde em Brasília,Show do Rebelde em Brasília,25000115_rebeldia_1_30_01
10/06/2026,14:09,Rebelde Temporada 1,Capítulo 28,28,6352056924112
10/06/2026,14:59,Curiosidades da infância ,Curiosidades da infância,Curiosidades da infância,25000115_rebeldia_1_03_01
10/06/2026,15:09,Coração Traído,Capítulo 28,28,faf06316-cae8-493c-a92a-56b00dc7d527
10/06/2026,16:03,Bastidores da turnê de RBD,Bastidores da turnê de RBD,Bastidores da turnê de RBD,25000115_rebeldia_1_11_01
10/06/2026,16:15,Pele Selvagem,,,6ce5a529-dd44-42d3-b557-135aad7aef41
10/06/2026,17:07,Show do Rebelde em Brasília,Show do Rebelde em Brasília,Show do Rebelde em Brasília,25000115_rebeldia_1_30_01
10/06/2026,17:16,Amor e Ódio,Capítulo 28,28,6345111360112
10/06/2026,18:05,Rebelde no Domingo Legal - Músicas Inéditas,"A banda se apresenta no palco do Domingo Legal com os sucessos “Aún Hay Algo”, “Nuestro Amor” e “Ser o Parecer”.",Rebelde no Domingo Legal - Músicas Inéditas,25000115_rebeldia_1_42_01
10/06/2026,18:15,Gata Selvagem ,Capítulo 226,226,6367086246112
10/06/2026,19:10,Gata Selvagem ,Capítulo 227,227,6367086620112
10/06/2026,20:01,Show do Rebelde em Brasília,Show do Rebelde em Brasília,Show do Rebelde em Brasília,25000115_rebeldia_1_30_01
10/06/2026,20:10,Rebelde Temporada 1,Capítulo 28,28,6352056924112
10/06/2026,21:01,Curiosidades da infância ,Curiosidades da infância,Curiosidades da infância,25000115_rebeldia_1_03_01
10/06/2026,21:10,Coração Traído,Capítulo 28,28,faf06316-cae8-493c-a92a-56b00dc7d527
10/06/2026,22:05,Bastidores da turnê de RBD,Bastidores da turnê de RBD,Bastidores da turnê de RBD,25000115_rebeldia_1_11_01
10/06/2026,22:17,Pele Selvagem,,,6ce5a529-dd44-42d3-b557-135aad7aef41
10/06/2026,23:09,Show do Rebelde em Brasília,Show do Rebelde em Brasília,Show do Rebelde em Brasília,25000115_rebeldia_1_30_01
10/06/2026,23:17,Amor e Ódio,Capítulo 28,28,6345111360112
11/06/2026,00:07,Rodolfo acompanha RBD no México,Rodolfo acompanha RBD no México,Rodolfo acompanha RBD no México,25000115_rebeldia_1_12_01
11/06/2026,00:27,Gata Selvagem ,Capítulo 228,228,6367087392112
11/06/2026,01:20,Gata Selvagem ,Capítulo 229,229,6367086944112
11/06/2026,02:12,Rebelde passeia de barco pelo Guarujá ,Rebelde passeia de barco pelo Guarujá,Rebelde passeia de barco pelo Guarujá,25000115_rebeldia_1_13_01
11/06/2026,02:20,Rebelde Temporada 1,Capítulo 29,29,6352056140112
11/06/2026,03:11,Rebelde no Domingo Legal - Músicas Inéditas,"A banda se apresenta no palco do Domingo Legal com os sucessos “Aún Hay Algo”, “Nuestro Amor” e “Ser o Parecer”.",Rebelde no Domingo Legal - Músicas Inéditas,25000115_rebeldia_1_42_01
11/06/2026,03:21,Coração Traído,Capítulo 29,29,6c62c45e-ad27-4c64-bb11-d65c0d3a8234
11/06/2026,04:16,Pele Selvagem,Capítulo 29,29,67465377-db65-4dcb-9259-131e1eb1dc1c
11/06/2026,05:12,Amor e Ódio,Capítulo 29,29,6345112431112
11/06/2026,06:01,Rodolfo acompanha RBD no México,Rodolfo acompanha RBD no México,Rodolfo acompanha RBD no México,25000115_rebeldia_1_12_01
11/06/2026,06:21,Gata Selvagem ,Capítulo 228,228,6367087392112
11/06/2026,07:14,Gata Selvagem ,Capítulo 229,229,6367086944112
11/06/2026,08:06,Rebelde passeia de barco pelo Guarujá ,Rebelde passeia de barco pelo Guarujá,Rebelde passeia de barco pelo Guarujá,25000115_rebeldia_1_13_01
11/06/2026,08:14,Rebelde Temporada 1,Capítulo 29,29,6352056140112
11/06/2026,09:04,Rebelde no Domingo Legal - Músicas Inéditas,"A banda se apresenta no palco do Domingo Legal com os sucessos “Aún Hay Algo”, “Nuestro Amor” e “Ser o Parecer”.",Rebelde no Domingo Legal - Músicas Inéditas,25000115_rebeldia_1_42_01
11/06/2026,09:15,Coração Traído,Capítulo 29,29,6c62c45e-ad27-4c64-bb11-d65c0d3a8234
11/06/2026,10:10,Pele Selvagem,Capítulo 29,29,67465377-db65-4dcb-9259-131e1eb1dc1c
11/06/2026,11:06,Amor e Ódio,Capítulo 29,29,6345112431112
11/06/2026,11:55,Rodolfo acompanha RBD no México,Rodolfo acompanha RBD no México,Rodolfo acompanha RBD no México,25000115_rebeldia_1_12_01
11/06/2026,12:15,Gata Selvagem ,Capítulo 228,228,6367087392112
11/06/2026,13:08,Gata Selvagem ,Capítulo 229,229,6367086944112
11/06/2026,14:00,Rebelde passeia de barco pelo Guarujá ,Rebelde passeia de barco pelo Guarujá,Rebelde passeia de barco pelo Guarujá,25000115_rebeldia_1_13_01
11/06/2026,14:08,Rebelde Temporada 1,Capítulo 29,29,6352056140112
11/06/2026,14:58,Rebelde no Domingo Legal - Músicas Inéditas,"A banda se apresenta no palco do Domingo Legal com os sucessos “Aún Hay Algo”, “Nuestro Amor” e “Ser o Parecer”.",Rebelde no Domingo Legal - Músicas Inéditas,25000115_rebeldia_1_42_01
11/06/2026,15:09,Coração Traído,Capítulo 29,29,6c62c45e-ad27-4c64-bb11-d65c0d3a8234
11/06/2026,16:04,Bastidores da turnê de RBD,Bastidores da turnê de RBD,Bastidores da turnê de RBD,25000115_rebeldia_1_11_01
11/06/2026,16:16,Pele Selvagem,Capítulo 29,29,67465377-db65-4dcb-9259-131e1eb1dc1c
11/06/2026,17:12,Amor e Ódio,Capítulo 29,29,6345112431112
11/06/2026,18:00,Rodolfo acompanha RBD no México,Rodolfo acompanha RBD no México,Rodolfo acompanha RBD no México,25000115_rebeldia_1_12_01
11/06/2026,18:21,Gata Selvagem ,Capítulo 228,228,6367087392112
11/06/2026,19:14,Gata Selvagem ,Capítulo 229,229,6367086944112
11/06/2026,20:06,Rebelde passeia de barco pelo Guarujá ,Rebelde passeia de barco pelo Guarujá,Rebelde passeia de barco pelo Guarujá,25000115_rebeldia_1_13_01
11/06/2026,20:14,Rebelde Temporada 1,Capítulo 29,29,6352056140112
11/06/2026,21:04,Rebelde no Domingo Legal - Músicas Inéditas,"A banda se apresenta no palco do Domingo Legal com os sucessos “Aún Hay Algo”, “Nuestro Amor” e “Ser o Parecer”.",Rebelde no Domingo Legal - Músicas Inéditas,25000115_rebeldia_1_42_01
11/06/2026,21:15,Coração Traído,Capítulo 29,29,6c62c45e-ad27-4c64-bb11-d65c0d3a8234
11/06/2026,22:10,Pele Selvagem,Capítulo 29,29,67465377-db65-4dcb-9259-131e1eb1dc1c
11/06/2026,23:06,Amor e Ódio,Capítulo 29,29,6345112431112
11/06/2026,23:54,Tour Soul Rebelde 2023,,,FILLER7_REBELDE_NOVELAS
12/06/2026,00:01,Gata Selvagem ,Capítulo 230,230,6367088394112
12/06/2026,00:54,Gata Selvagem ,Capítulo 231,231,6367087715112
12/06/2026,01:58,Curiosidades dos integrantes do RBD,Curiosidades dos integrantes do RBD,Curiosidades dos integrantes do RBD,25000115_rebeldia_1_26_01
12/06/2026,02:12,Rebelde Temporada 1,Capítulo 30,30,6352057305112
12/06/2026,02:56,Curiosidades da infância ,Curiosidades da infância,Curiosidades da infância,25000115_rebeldia_1_03_01
12/06/2026,03:06,Coração Traído,Capítulo 30,30,44d73663-7ad8-4ba7-97d0-5412024f6394
12/06/2026,03:59,Bastidores da turnê de RBD,Bastidores da turnê de RBD,Bastidores da turnê de RBD,25000115_rebeldia_1_11_01
12/06/2026,04:11,Pele Selvagem,Capítulo 30,30,bc47f766-c65c-4dc3-86d1-0e5961a1e0e6
12/06/2026,05:07,Amor e Ódio,Capítulo 30,30,6345111560112
12/06/2026,05:53,Rebelde no Domingo Legal - Músicas Inéditas,"A banda se apresenta no palco do Domingo Legal com os sucessos “Aún Hay Algo”, “Nuestro Amor” e “Ser o Parecer”.",Rebelde no Domingo Legal - Músicas Inéditas,25000115_rebeldia_1_42_01
12/06/2026,06:04,Gata Selvagem ,Capítulo 230,230,6367088394112
12/06/2026,06:56,Gata Selvagem ,Capítulo 231,231,6367087715112
12/06/2026,08:01,Curiosidades dos integrantes do RBD,Curiosidades dos integrantes do RBD,Curiosidades dos integrantes do RBD,25000115_rebeldia_1_26_01
12/06/2026,08:15,Rebelde Temporada 1,Capítulo 30,30,6352057305112
12/06/2026,08:59,Curiosidades da infância ,Curiosidades da infância,Curiosidades da infância,25000115_rebeldia_1_03_01
12/06/2026,09:09,Coração Traído,Capítulo 30,30,44d73663-7ad8-4ba7-97d0-5412024f6394
12/06/2026,10:02,Bastidores da turnê de RBD,Bastidores da turnê de RBD,Bastidores da turnê de RBD,25000115_rebeldia_1_11_01
12/06/2026,10:14,Pele Selvagem,Capítulo 30,30,bc47f766-c65c-4dc3-86d1-0e5961a1e0e6
12/06/2026,11:10,Amor e Ódio,Capítulo 30,30,6345111560112
12/06/2026,11:56,Rebelde no Domingo Legal - Músicas Inéditas,"A banda se apresenta no palco do Domingo Legal com os sucessos “Aún Hay Algo”, “Nuestro Amor” e “Ser o Parecer”.",Rebelde no Domingo Legal - Músicas Inéditas,25000115_rebeldia_1_42_01
12/06/2026,12:06,Gata Selvagem ,Capítulo 230,230,6367088394112
12/06/2026,12:59,Gata Selvagem ,Capítulo 231,231,6367087715112
12/06/2026,14:03,Curiosidades dos integrantes do RBD,Curiosidades dos integrantes do RBD,Curiosidades dos integrantes do RBD,25000115_rebeldia_1_26_01
12/06/2026,14:17,Rebelde Temporada 1,Capítulo 30,30,6352057305112
12/06/2026,15:01,Curiosidades da infância ,Curiosidades da infância,Curiosidades da infância,25000115_rebeldia_1_03_01
12/06/2026,15:11,Coração Traído,Capítulo 30,30,44d73663-7ad8-4ba7-97d0-5412024f6394
12/06/2026,16:04,Bastidores da turnê de RBD,Bastidores da turnê de RBD,Bastidores da turnê de RBD,25000115_rebeldia_1_11_01
12/06/2026,16:16,Pele Selvagem,Capítulo 30,30,bc47f766-c65c-4dc3-86d1-0e5961a1e0e6
12/06/2026,17:12,Amor e Ódio,Capítulo 30,30,6345111560112
12/06/2026,17:59,Rebelde no Domingo Legal - Músicas Inéditas,"A banda se apresenta no palco do Domingo Legal com os sucessos “Aún Hay Algo”, “Nuestro Amor” e “Ser o Parecer”.",Rebelde no Domingo Legal - Músicas Inéditas,25000115_rebeldia_1_42_01
