Data,Hora,Programa,Episódio,Nº do episódio,Media
17/09/2026,21:01,Coração Traído,Capítulo 99,99,3631083a-2a8b-4832-8617-5a22c47d1a86
17/09/2026,22:03,Pele Selvagem,Capítulo 99,99,9817e440-4d4b-42f2-a671-6016c9f86eb5
17/09/2026,23:06,Amor e Ódio,Capítulo 99,99,6345112160112
17/09/2026,23:59,Para Te Ver Melhor,Capítulo 58,58,6371871264112
18/09/2026,01:03,Camaleões,Capítulo 58,58,6369937685112
18/09/2026,02:03,Rebelde Temporada 1,Capítulo 99,99,6352425362112
18/09/2026,03:01,Coração Traído,Capítulo 99,99,3631083a-2a8b-4832-8617-5a22c47d1a86
18/09/2026,04:03,Pele Selvagem,Capítulo 99,99,9817e440-4d4b-42f2-a671-6016c9f86eb5
18/09/2026,05:06,Amor e Ódio,Capítulo 99,99,6345112160112
18/09/2026,06:00,Para Te Ver Melhor,Capítulo 59,59,6371871167112
18/09/2026,07:00,Camaleões,Capítulo 59,59,6369938864112
18/09/2026,08:00,Rebelde Temporada 1,Capítulo 100,100,6352424993112
18/09/2026,09:01,Coração Traído,Capítulo 100,100,63c63e59-4dd4-468f-82b6-04c84fe19fec
18/09/2026,10:00,Pele Selvagem,Capítulo 100,100,7f8505ea-6b2b-4eb3-aa32-07954ac3a59d
18/09/2026,11:06,Amor e Ódio,Capítulo 100,100,6345112325112
18/09/2026,11:59,Para Te Ver Melhor,Capítulo 59,59,6371871167112
18/09/2026,13:00,Camaleões,Capítulo 59,59,6369938864112
18/09/2026,14:00,Rebelde Temporada 1,Capítulo 100,100,6352424993112
18/09/2026,15:00,Coração Traído,Capítulo 100,100,63c63e59-4dd4-468f-82b6-04c84fe19fec
18/09/2026,16:00,Pele Selvagem,Capítulo 100,100,7f8505ea-6b2b-4eb3-aa32-07954ac3a59d
18/09/2026,17:05,Amor e Ódio,Capítulo 100,100,6345112325112
18/09/2026,17:59,Para Te Ver Melhor,Capítulo 59,59,6371871167112
18/09/2026,18:59,Camaleões,Capítulo 59,59,6369938864112
18/09/2026,20:00,Rebelde Temporada 1,Capítulo 100,100,6352424993112
18/09/2026,21:00,Coração Traído,Capítulo 100,100,63c63e59-4dd4-468f-82b6-04c84fe19fec
18/09/2026,21:59,Pele Selvagem,Capítulo 100,100,7f8505ea-6b2b-4eb3-aa32-07954ac3a59d
18/09/2026,23:05,Amor e Ódio,Capítulo 100,100,6345112325112
18/09/2026,23:59,Para Te Ver Melhor,Capítulo 59,59,6371871167112
19/09/2026,00:59,Camaleões,Capítulo 59,59,6369938864112
19/09/2026,01:59,Rebelde Temporada 1,Capítulo 100,100,6352424993112
19/09/2026,03:00,Coração Traído,Capítulo 100,100,63c63e59-4dd4-468f-82b6-04c84fe19fec
19/09/2026,03:59,Pele Selvagem,Capítulo 100,100,7f8505ea-6b2b-4eb3-aa32-07954ac3a59d
19/09/2026,05:05,Amor e Ódio,Capítulo 100,100,6345112325112
19/09/2026,06:00,Para Te Ver Melhor,Capítulo 55,55,6371870870112
19/09/2026,06:53,Para Te Ver Melhor,Capítulo 56,56,6371872042112
19/09/2026,07:48,Para Te Ver Melhor,Capítulo 57,57,6371871166112
19/09/2026,08:41,Para Te Ver Melhor,Capítulo 58,58,6371871264112
19/09/2026,09:34,Para Te Ver Melhor,Capítulo 59,59,6371871167112
19/09/2026,10:29,Camaleões,Capítulo 55,55,6369940039112
19/09/2026,11:19,Camaleões,Capítulo 56,56,6369937777112
19/09/2026,12:10,Camaleões,Capítulo 57,57,6369940227112
19/09/2026,13:01,Camaleões,Capítulo 58,58,6369937685112
19/09/2026,13:53,Camaleões,Capítulo 59,59,6369938864112
19/09/2026,14:44,Rebelde Temporada 1,Capítulo 96,96,6352425281112
19/09/2026,15:35,Rebelde Temporada 1,Capítulo 97,97,6352426936112
19/09/2026,16:26,Rebelde Temporada 1,Capítulo 98,98,6352426743112
19/09/2026,17:21,Rebelde Temporada 1,Capítulo 99,99,6352425362112
19/09/2026,18:07,Rebelde Temporada 1,Capítulo 100,100,6352424993112
19/09/2026,18:58,Para Te Ver Melhor,Capítulo 56,56,6371872042112
