Data,Hora,Programa,Episódio,Nº do episódio,Media
23/09/2026,21:01,Coração Traído,Capítulo 103,103,48a50d19-7699-4493-a5ba-5452d7195028
23/09/2026,22:04,Pele Selvagem,Capítulo 103,103,812299e7-6fae-4f27-abba-6141f1f9c88d
23/09/2026,23:08,Amor e Ódio,Capítulo 103,103,6345111555112
23/09/2026,23:58,Para Te Ver Melhor,Capítulo 62,62,6371871273112
24/09/2026,00:58,Camaleões,Capítulo 62,62,6370207232112
24/09/2026,02:00,Rebelde Temporada 1,Capítulo 103,103,6352422653112
24/09/2026,03:01,Coração Traído,Capítulo 103,103,48a50d19-7699-4493-a5ba-5452d7195028
24/09/2026,04:03,Pele Selvagem,Capítulo 103,103,812299e7-6fae-4f27-abba-6141f1f9c88d
24/09/2026,05:07,Amor e Ódio,Capítulo 103,103,6345111555112
24/09/2026,06:00,Para Te Ver Melhor,Capítulo 63,63,6371872653112
24/09/2026,07:03,Camaleões,Capítulo 63,63,6370206041112
24/09/2026,08:04,Rebelde Temporada 1,Capítulo 104,104,6352422351112
24/09/2026,09:08,Coração Traído,Capítulo 104,104,860bdd20-61da-4418-b680-ded966c438fb
24/09/2026,10:09,Pele Selvagem,Capítulo 104,104,cc671825-0cb8-45bb-bb3d-8b6ee5458786
24/09/2026,11:16,Amor e Ódio,Capítulo 104,104,6345113306112
24/09/2026,11:59,Para Te Ver Melhor,Capítulo 63,63,6371872653112
24/09/2026,13:02,Camaleões,Capítulo 63,63,6370206041112
24/09/2026,14:03,Rebelde Temporada 1,Capítulo 104,104,6352422351112
24/09/2026,15:07,Coração Traído,Capítulo 104,104,860bdd20-61da-4418-b680-ded966c438fb
24/09/2026,16:08,Pele Selvagem,Capítulo 104,104,cc671825-0cb8-45bb-bb3d-8b6ee5458786
24/09/2026,17:15,Amor e Ódio,Capítulo 104,104,6345113306112
24/09/2026,17:58,Para Te Ver Melhor,Capítulo 63,63,6371872653112
24/09/2026,19:01,Camaleões,Capítulo 63,63,6370206041112
24/09/2026,20:02,Rebelde Temporada 1,Capítulo 104,104,6352422351112
24/09/2026,21:06,Coração Traído,Capítulo 104,104,860bdd20-61da-4418-b680-ded966c438fb
24/09/2026,22:07,Pele Selvagem,Capítulo 104,104,cc671825-0cb8-45bb-bb3d-8b6ee5458786
24/09/2026,23:15,Amor e Ódio,Capítulo 104,104,6345113306112
24/09/2026,23:57,Para Te Ver Melhor,Capítulo 63,63,6371872653112
