Data,Hora,Programa,Episódio,Nº do episódio,Media
28/06/2026,03:54,Coração Traído,Capítulo 39,39,f8fdae84-db3e-43ec-95e9-7cacb351ebf9
28/06/2026,04:02,Coração Traído,Capítulo 40,40,c29789e4-f780-41c0-a467-2518b3626e6b
28/06/2026,04:52,Pele Selvagem,Capítulo 36,36,17da4977-f1b9-4197-9da6-da4c6842783c
28/06/2026,05:46,Pele Selvagem,Capítulo 37,37,d08502e9-b0b6-42c7-b0a6-1abf805909d0
28/06/2026,06:39,Pele Selvagem,Capítulo 38,38,b0f564ec-3c81-4dcd-af77-18762414de98
28/06/2026,07:31,Pele Selvagem,Capítulo 39,39,565097f2-82d4-4f39-abea-b62f21e74910
28/06/2026,08:23,Pele Selvagem,Capítulo 40,40,e91c9ce2-9908-43b2-b3a9-81cb60ecdcb9
28/06/2026,09:15,Amor e Ódio,Capítulo 36,36,6345112824112
28/06/2026,10:04,Amor e Ódio,Capítulo 37,37,6345111361112
28/06/2026,10:54,Amor e Ódio,Capítulo 38,38,6345113311112
28/06/2026,11:45,Amor e Ódio,Capítulo 39,39,6345111661112
28/06/2026,12:33,Amor e Ódio,Capítulo 40,40,6345112163112
28/06/2026,13:19,Coração Traído,Capítulo 36,36,ed228319-4fc4-4ef5-81e5-74c78c5e32e3
28/06/2026,14:13,Coração Traído,Capítulo 37,37,23e11830-78d8-4832-ad8b-d8442f828cd3
28/06/2026,15:07,Coração Traído,Capítulo 38,38,f304f635-4f67-4d37-b097-b2e34dbad6ea
28/06/2026,16:01,Coração Traído,Capítulo 39,39,f8fdae84-db3e-43ec-95e9-7cacb351ebf9
28/06/2026,16:56,Coração Traído,Capítulo 40,40,c29789e4-f780-41c0-a467-2518b3626e6b
28/06/2026,17:46,Pele Selvagem,Capítulo 36,36,17da4977-f1b9-4197-9da6-da4c6842783c
28/06/2026,18:40,Pele Selvagem,Capítulo 37,37,d08502e9-b0b6-42c7-b0a6-1abf805909d0
28/06/2026,19:33,Pele Selvagem,Capítulo 38,38,b0f564ec-3c81-4dcd-af77-18762414de98
28/06/2026,20:25,Pele Selvagem,Capítulo 39,39,565097f2-82d4-4f39-abea-b62f21e74910
28/06/2026,21:18,Pele Selvagem,Capítulo 40,40,e91c9ce2-9908-43b2-b3a9-81cb60ecdcb9
28/06/2026,22:09,Amor e Ódio,Capítulo 36,36,6345112824112
28/06/2026,22:58,Amor e Ódio,Capítulo 37,37,6345111361112
28/06/2026,23:48,Amor e Ódio,Capítulo 38,38,6345113311112
29/06/2026,00:39,Amor e Ódio,Capítulo 39,39,6345111661112
29/06/2026,01:26,Gata Selvagem ,Capítulo 251,251,6367087326112
29/06/2026,02:29,Gata Selvagem ,Capítulo 252,252,6367087234112
29/06/2026,03:29,Rebelde Temporada 1,Capítulo 41,41,6352197302112
29/06/2026,04:22,Pele Selvagem,Capítulo 41,41,f16fbbdf-767a-408b-a3c6-3f29b42730c5
29/06/2026,05:12,Coração Traído,Capítulo 41,41,63673906-9e47-419c-bf79-1db0a312ac6f
29/06/2026,06:07,Amor e Ódio,Capítulo 41,41,6345110472112
29/06/2026,06:55,Gata Selvagem ,Capítulo 251,251,6367087326112
29/06/2026,07:58,Gata Selvagem ,Capítulo 252,252,6367087234112
29/06/2026,08:58,Rebelde Temporada 1,Capítulo 41,41,6352197302112
29/06/2026,09:50,Pele Selvagem,Capítulo 41,41,f16fbbdf-767a-408b-a3c6-3f29b42730c5
29/06/2026,10:41,Coração Traído,Capítulo 41,41,63673906-9e47-419c-bf79-1db0a312ac6f
29/06/2026,11:36,Amor e Ódio,Capítulo 41,41,6345110472112
29/06/2026,12:23,Gata Selvagem ,Capítulo 251,251,6367087326112
29/06/2026,13:27,Gata Selvagem ,Capítulo 252,252,6367087234112
29/06/2026,14:26,Rebelde Temporada 1,Capítulo 41,41,6352197302112
29/06/2026,15:19,Pele Selvagem,Capítulo 41,41,f16fbbdf-767a-408b-a3c6-3f29b42730c5
29/06/2026,16:09,Coração Traído,Capítulo 41,41,63673906-9e47-419c-bf79-1db0a312ac6f
29/06/2026,17:05,Amor e Ódio,Capítulo 41,41,6345110472112
29/06/2026,17:52,Gata Selvagem ,Capítulo 251,251,6367087326112
29/06/2026,18:55,Gata Selvagem ,Capítulo 252,252,6367087234112
29/06/2026,19:55,Curiosidades da infância ,Curiosidades da infância,Curiosidades da infância,25000115_rebeldia_1_03_01
29/06/2026,20:04,Rebelde Temporada 1,Capítulo 41,41,6352197302112
29/06/2026,20:57,Rebelde no Domingo Legal - Músicas Inéditas,"A banda se apresenta no palco do Domingo Legal com os sucessos “Aún Hay Algo”, “Nuestro Amor” e “Ser o Parecer”.",Rebelde no Domingo Legal - Músicas Inéditas,25000115_rebeldia_1_42_01
29/06/2026,21:07,Pele Selvagem,Capítulo 41,41,f16fbbdf-767a-408b-a3c6-3f29b42730c5
29/06/2026,21:58,Curiosidades dos integrantes do RBD,Curiosidades dos integrantes do RBD,Curiosidades dos integrantes do RBD,25000115_rebeldia_1_26_01
29/06/2026,22:05,Coração Traído,Capítulo 41,41,63673906-9e47-419c-bf79-1db0a312ac6f
29/06/2026,23:00,Show do Rebelde em Brasília,Show do Rebelde em Brasília,Show do Rebelde em Brasília,25000115_rebeldia_1_30_01
29/06/2026,23:08,Amor e Ódio,Capítulo 41,41,6345110472112
30/06/2026,00:01,Para Te Ver Melhor,Capítulo 1,1,6370706741112
30/06/2026,01:06,Camaleões,Capítulo 1,1,6368013808112
