Data,Hora,Programa,Episódio,Nº do episódio,Media
22/07/2026,02:28,Rebelde Temporada 1,Capítulo 58,58,6352183806112
22/07/2026,03:02,Rebelde no Domingo Legal - Músicas Inéditas,"A banda se apresenta no palco do Domingo Legal com os sucessos “Aún Hay Algo”, “Nuestro Amor” e “Ser o Parecer”.",Rebelde no Domingo Legal - Músicas Inéditas,25000115_rebeldia_1_42_01
22/07/2026,03:12,Coração Traído,Capítulo 58,58,8fd885a0-2b37-4c62-98fa-d2420fb0f73a
22/07/2026,04:32,Pele Selvagem,Capítulo 58,58,3990f080-185e-4191-bf35-62e5b4106e6c
22/07/2026,05:27,Amor e Ódio,Capítulo 58,58,6345110956112
22/07/2026,06:07,Bastidores da turnê de RBD,Bastidores da turnê de RBD,Bastidores da turnê de RBD,25000115_rebeldia_1_11_01
22/07/2026,06:19,Para Te Ver Melhor,Capítulo 17,17,6371368818112
22/07/2026,07:13,Show do Rebelde em Brasília,Show do Rebelde em Brasília,Show do Rebelde em Brasília,25000115_rebeldia_1_30_01
22/07/2026,07:22,Camaleões,Capítulo 17,17,6368435480112
22/07/2026,08:14,Rebelde passeia de barco pelo Guarujá ,Rebelde passeia de barco pelo Guarujá,Rebelde passeia de barco pelo Guarujá,25000115_rebeldia_1_13_01
22/07/2026,08:23,Rebelde Temporada 1,Capítulo 58,58,6352183806112
22/07/2026,09:13,Rebelde no Domingo Legal - Músicas Inéditas,"A banda se apresenta no palco do Domingo Legal com os sucessos “Aún Hay Algo”, “Nuestro Amor” e “Ser o Parecer”.",Rebelde no Domingo Legal - Músicas Inéditas,25000115_rebeldia_1_42_01
22/07/2026,09:24,Coração Traído,Capítulo 58,58,8fd885a0-2b37-4c62-98fa-d2420fb0f73a
22/07/2026,10:43,Pele Selvagem,Capítulo 58,58,3990f080-185e-4191-bf35-62e5b4106e6c
22/07/2026,11:38,Amor e Ódio,Capítulo 58,58,6345110956112
22/07/2026,12:19,Para Te Ver Melhor,Capítulo 17,17,6371368818112
22/07/2026,13:13,Show do Rebelde em Brasília,Show do Rebelde em Brasília,Show do Rebelde em Brasília,25000115_rebeldia_1_30_01
22/07/2026,13:21,Camaleões,Capítulo 17,17,6368435480112
22/07/2026,14:14,Rebelde passeia de barco pelo Guarujá ,Rebelde passeia de barco pelo Guarujá,Rebelde passeia de barco pelo Guarujá,25000115_rebeldia_1_13_01
22/07/2026,14:22,Rebelde Temporada 1,Capítulo 58,58,6352183806112
22/07/2026,15:13,Rebelde no Domingo Legal - Músicas Inéditas,"A banda se apresenta no palco do Domingo Legal com os sucessos “Aún Hay Algo”, “Nuestro Amor” e “Ser o Parecer”.",Rebelde no Domingo Legal - Músicas Inéditas,25000115_rebeldia_1_42_01
22/07/2026,15:24,Coração Traído,Capítulo 58,58,8fd885a0-2b37-4c62-98fa-d2420fb0f73a
22/07/2026,16:43,Pele Selvagem,Capítulo 58,58,3990f080-185e-4191-bf35-62e5b4106e6c
22/07/2026,17:38,Amor e Ódio,Capítulo 58,58,6345110956112
22/07/2026,18:18,Para Te Ver Melhor,Capítulo 17,17,6371368818112
22/07/2026,19:12,Show do Rebelde em Brasília,Show do Rebelde em Brasília,Show do Rebelde em Brasília,25000115_rebeldia_1_30_01
22/07/2026,19:21,Camaleões,Capítulo 17,17,6368435480112
22/07/2026,20:14,Rebelde Temporada 1,Capítulo 58,58,6352183806112
22/07/2026,21:05,Coração Traído,Capítulo 58,58,8fd885a0-2b37-4c62-98fa-d2420fb0f73a
