Data,Programa,Episódio,Media
20/05/2026,Fenômeno Rebelde no Domingo Legal,Fenômeno Rebelde no Domingo Legal,59f642cb-747d-40bb-901e-aa8a52fce522
25/05/2026,Fenômeno Rebelde no Domingo Legal,Fenômeno Rebelde no Domingo Legal,25000115_rebeldia_1_16_01
