Data,Programa,Episódio,Media
19/05/2026,"Semana Rebelde no Fofocalizando - Alfonso, Christian e Christopher","Semana Rebelde no Fofocalizando - Alfonso, Christian e Christopher",49d1f5fd-7444-484d-9b7b-72a0eaccdaad
22/05/2026,"Semana Rebelde no Fofocalizando - Alfonso, Christian e Christopher","Semana Rebelde no Fofocalizando - Alfonso, Christian e Christopher",25000115_rebeldia_1_07_01
